1628457,213145828,5,200209234938,2000272413,yun302***,이**,입는 모습이 더 이쁜거같구 줄이세로로 돼있어  날씬해보,입는 모습이 더 이쁜거같구 줄이세로로 돼있어  날씬해보여요,1,http://itemimage.cjonstyle.net/cjupload/valbbs_img/202205/200209234938_20220506135520_1_1.JPG,2022-05-06 13:55:33
1507437,213145826,3,200701564523,2000009489,dudwlsdl***,유**,여름에 입기 좋아요,여름에 입기 좋아요,1,http://itemimage.cjonstyle.net/cjupload/valbbs_img/202205/200701564523_20220506135508_1_1.JPEG,2022-05-06 13:55:16
1416340,213145820,5,200206179426,97724966,bye4***,방**,사위에게  선물로  구매해줬는데  맘에 들어 하네요,사위에게  선물로  구매해줬는데  맘에 들어 하네요,0,,2022-05-06 13:54:25
1129138,213145815,4,21998012551,98972585,mintlatt***,김**,여름 시원하게 입을수있는 린넨티셔츠예요,여름 시원하게 입을수있는 린넨티셔츠예요,0,,2022-05-06 13:54:12
1507271,213145814,4,201011108773,93534613,ssaa0***,심**,옷이 이쁜데 가오리스타일이에요,옷이 이쁜데 가오리스타일이에요,1,http://itemimage.cjonstyle.net/cjupload/valbbs_img/202205/201011108773_20220506135346_1_1.JPG,2022-05-06 13:53:54
1639341,213145813,4,200110040741,2000297564,hyounj***,김**,"디자인, 색상  모두  마음에 듭니다","디자인, 색상  모두  마음에 듭니다",0,,2022-05-06 13:53:47
1421082,213145804,4,200212142010,98597691,mks6***,서**,"프릴이 달려 사랑스럽고, 기장도 길어서 좋아요
목파임이","프릴이 달려 사랑스럽고, 기장도 길어서 좋아요
목파임이 브이로 파여있어서 시원하고 ,소매통도 널어서 편안하고 넘나 마음에 들어요
",1,http://itemimage.cjonstyle.net/cjupload/valbbs_img/202205/200212142010_20220506135238_1_1.JPG,2022-05-06 13:52:56
1538236,213145803,4,200401086871,2000498457,b18***,이**,실물이 더 이쁘고 편해요,실물이 더 이쁘고 편해요,0,,2022-05-06 13:52:53
1022905,213145801,5,200810047797,71858803,myste***,최**,넉넉하니 좋아요 굿굿,넉넉하니 좋아요 굿굿,0,,2022-05-06 13:52:47
1507436,213145797,5,200810086896,2000080339,cima8***,김**,좋아요 좋아요 좋아요,좋아요 좋아요 좋아요,0,,2022-05-06 13:52:31
1567146,213145795,5,200210229243,94875959,jj0***,원**,저는한치수큰것으로구매했는뎅 딱맞는것으로 구매해두 이쁠것,저는한치수큰것으로구매했는뎅 딱맞는것으로 구매해두 이쁠것같아요,0,,2022-05-06 13:52:29
1598149,213145787,4,202004043867,98972389,dental0z7***,김**,발볼이 넓고 하이힐을 좋아해 발변형이 있어 일반구두 힘,발볼이 넓고 하이힐을 좋아해 발변형이 있어 일반구두 힘든데？ 센존은 발이 넘 편합니다  그런데 굽 높이가 조금만 더 높았으면 좋겠어요 6센티는 되어야 구두 느낌이 나는데 굽이 낮아 개인적으로 아쉬웠습니다,0,,2022-05-06 13:51:51
1104633,213145781,4,200307122192,98973316,kjj0***,김**,3가지 모두 기본색상에 이너로 단품으로 입기에도 괜찮아,"3가지 모두 기본색상에 이너로 단품으로 입기에도 괜찮아요
엣*린넨티셔츠보다 낫네요",0,,2022-05-06 13:51:33
1575067,213145778,5,200202114625,97258874,tera***,서**,편해요 컬러도 쨍하고 잘 입고 다녀요,편해요 컬러도 쨍하고 잘 입고 다녀요,0,,2022-05-06 13:50:56
1215151,213145775,5,200010038815,62694425,suhe***,박**,오래된 천 냄새 나서 여러번 세탁 해서 착용했어요,오래된 천 냄새 나서 여러번 세탁 해서 착용했어요,0,,2022-05-06 13:50:51
1452428,213145772,4,200207201706,2000225518,saral***,임**,"배송은 조금 느렸지만 핏은 편하네요.
소재는 얇고 시원","배송은 조금 느렸지만 핏은 편하네요.
소재는 얇고 시원한데 바스락거리는게 소재라 망설이다 그냥 입기로 했네요",1,http://itemimage.cjonstyle.net/cjupload/valbbs_img/202205/200207201706_20220506135027_1_1.JPG,2022-05-06 13:50:34
1440590,213145762,5,200506084992,98972268,desarticu***,곽**,피부가 예민해서 면팬티만 선호하는데 이런 스타일의 팬티,"피부가 예민해서 면팬티만 선호하는데 이런 스타일의 팬티는 처음 주문해 보았어요
주요 부위가 면으로 되어있고 엄청 부들부들 촉감이 좋아요
얇아서 여름용으로 딱 좋을 것 같아요
사이즈는 평소 입는 사이즈 정사이즈로 주문했더니 잘 맞네요 ",1,http://itemimage.cjonstyle.net/cjupload/valbbs_img/202205/200506084992_20220506134928_1_1.JPEG,2022-05-06 13:49:44
1201486,213145761,5,21998058231,98971525,boubo***,김**,여러 스타일로  연출가능합니다,여러 스타일로  연출가능합니다,0,,2022-05-06 13:49:40
1104632,213145758,4,21998456325,2001281617,mink1***,박**,예쁘고 들고 다니기 편해요.,예쁘고 들고 다니기 편해요.,0,,2022-05-06 13:49:30
1416339,213145754,5,200211065709,2000225259,misoju***,정**,또사야겠어요 언제 방송하죠,또사야겠어요 언제 방송하죠,0,,2022-05-06 13:49:17
1598319,213145753,5,21999363462,2000609614,erthj***,배**,"아주좋아요 
많이파세요 ~~","아주좋아요 
많이파세요 ~~",0,,2022-05-06 13:49:13
1538203,213145751,4,201508054265,2000416806,moonc***,문**,"간만에 
잘 입겠습니다.","간만에 
잘 입겠습니다.",0,,2022-05-06 13:49:03
1390681,213145747,5,200202114625,97734425,tera***,서**,"편하게 잘 입어요
컬러가 이쁩니다","편하게 잘 입어요
컬러가 이쁩니다",0,,2022-05-06 13:48:52
1576309,213145748,5,200211065709,2001119138,misoju***,정**,"너무만족스럽습니다 
사이즈도 정사이즈이고 
언능 입고 ","너무만족스럽습니다 
사이즈도 정사이즈이고 
언능 입고 필드나가고싶네요",1,http://itemimage.cjonstyle.net/cjupload/valbbs_img/202205/200211065709_20220506134846_1_1.JPG,2022-05-06 13:48:52
1440761,213145745,5,200110120907,98406881,muad***,김**,좋은 상품 정말 감사합니다 ~*,좋은 상품 정말 감사합니다 ~*,0,,2022-05-06 13:48:26
1104631,213145744,5,200806125715,2001119138,ljyshow0***,이**,어버이날을 앞두고 아버지에게 선물하고자 구매했습니다.,"어버이날을 앞두고 아버지에게 선물하고자 구매했습니다. 
첫째로, 너무나 빠른 배송에 깜짝! 놀랐어요. 어린이날이 껴서 이러다 어버이날 지나고 받는거 아닐까 걱정했는데.. 방송 한 그 날 밤 바로 보내주셔서 여유롭게 미리 빨리 받을 수 있었어요. 최고예요!

아버지가 금일 물건 받아보셨는데 너무 마음에 드신다고 하네요. 색상도 어른들도 입기에 고급스러운 색상들입니다.앞으로도 좋은 상품 많이 팔아주세요. 감사합니다.",0,,2022-05-06 13:48:18
1598148,213145741,5,200211065709,2001162630,misoju***,정**,"싸이즈도 정사이즈고
고가의 골프웨어와 비교해도 손색없을","싸이즈도 정사이즈고
고가의 골프웨어와 비교해도 손색없을정도로 퀄리티있습니다. 만족 ",1,http://itemimage.cjonstyle.net/cjupload/valbbs_img/202205/200211065709_20220506134759_1_1.JPG,2022-05-06 13:48:06
1200437,213145739,5,200112158538,2000020580,jem0***,장**,"여유있다고 해서 한사이즈 작게 주문했어요~~
딱 좋네요","여유있다고 해서 한사이즈 작게 주문했어요~~
딱 좋네요^^
가성비 굿입니다♡",0,,2022-05-06 13:47:55
1575066,213145738,5,200110120907,98968662,muad***,김**,좋은 상품 정말 감사합니다 ~*,좋은 상품 정말 감사합니다 ~*,0,,2022-05-06 13:47:55
1585442,213145735,5,200009062830,98968870,pms3***,박**,"이 상품 정말 좋아요 
니트가 고급스럽고  부드러워요
","이 상품 정말 좋아요 
니트가 고급스럽고  부드러워요
지금은  덥고
봄가을에 입으면 되겠어요
색상 모두 깊이감 있고
세련 되서  너무 만족합니다 ",1,http://itemimage.cjonstyle.net/cjupload/valbbs_img/202205/200009062830_20220506134727_1_1.JPG,2022-05-06 13:47:38
1104630,213145734,5,200209234938,98973316,yun302***,이**,이뻐요 시원하게 잘입을거같아요,이뻐요 시원하게 잘입을거같아요,1,http://itemimage.cjonstyle.net/cjupload/valbbs_img/202205/200209234938_20220506134726_1_1.JPG,2022-05-06 13:47:33
1507856,213145733,4,200203052088,2000609614,dlruddhr3***,이**,여름에 어디든지 잘입고 다녀도부담스럽지 않을듯해요 넘편,여름에 어디든지 잘입고 다녀도부담스럽지 않을듯해요 넘편한데 통이좀큰거 같아요~,1,http://itemimage.cjonstyle.net/cjupload/valbbs_img/202205/200203052088_20220506134725_1_1.JPG,2022-05-06 13:47:32
